"FilePath","Encoding","EndsWithNewline","EOLType","Error"
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_MainframeCore\Tests\Unit\CWXTSUBC\Tests\Structures\CWXTSUBC_COMM-TOTAL.listructure","UTF-8 (no BOM or ASCII)","False","None",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_MainframeCore\Tests\Unit\CWXTSUBC\Tests\Structures\CWXTSUBC_EMP-TYPE.listructure","UTF-8 (no BOM or ASCII)","False","None",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_MainframeCore\Tests\Unit\CWXTSUBC\Tests\Structures\CWXTSUBC_RETURN-CODE.listructure","UTF-8 (no BOM or ASCII)","False","None",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_MainframeCore\Tests\Unit\CWXTSUBC\Tests\Structures\CWXTSUBC_SALES-AMOUNT.listructure","UTF-8 (no BOM or ASCII)","False","None",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\.classpath","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\.gitignore","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\.project","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\build.gradle","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\gradlew","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\gradlew.bat","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\settings.gradle","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\.settings\InsuranceSpringServer.prefs","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\.settings\org.eclipse.buildship.core.prefs","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\.settings\org.eclipse.core.resources.prefs","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\.settings\org.eclipse.jdt.core.prefs","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\.settings\org.eclipse.wst.common.component","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\.settings\org.eclipse.wst.common.project.facet.core.xml","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\.settings\org.sonarlint.eclipse.core.prefs","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\gradle\wrapper\gradle-wrapper.jar","UTF-8 (no BOM or ASCII)","False","None",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\gradle\wrapper\gradle-wrapper.properties","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\src\main\java\com\example\restservice\Insurance.java","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\src\main\java\com\example\restservice\InsuranceController.java","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\src\main\java\com\example\restservice\RestServiceApplication.java","UTF-8 (no BOM or ASCII)","True","CRLF",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\src\main\resources\application.properties","UTF-8 (no BOM or ASCII)","False","None",
"C:\Users\manosing\git\GITFLOW_GFLD_GHA\GenApp_WebServer\src\test\java\com\example\restservice\InsuranceControllerTests.java","UTF-8 (no BOM or ASCII)","True","CRLF",
